Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
1,1,GUT GENUG (feat. Blumengarten & Shirin David),KITSCHKRIEG,2,https://www.youtube.com/watch?v=0GnA8VYOfko
2,5,Life Goes On,Oliver Tree,2,https://www.youtube.com/watch?v=8F2s8ivKXNY
3,18,Miss You,Oliver Tree & Robin Schulz,5,https://www.youtube.com/watch?v=BX0lKSa_PTk
4,7,ICONIC BY MISTAKE,LE SSERAFIM & ILLIT & KATSEYE,2,https://www.youtube.com/watch?v=27C4pfRsf9g
5,4,Cheerleader (Felix Jaehn Remix),OMI,9,https://www.youtube.com/watch?v=jGflUbPQfW8
6,n/a,matrix (bl studio loop) (slowed),chrmbchrmb,1,https://www.youtube.com/watch?v=J43OKxcNTD4
7,6,Chicago,Michael Jackson,5,https://www.youtube.com/watch?v=Y_8mUx4VOmo
8,3,Bang Bang Bang (lil yappa/minus b remix) (feat. BBpanzu),Lil Yappa,7,https://www.youtube.com/watch?v=OLKjWMvoY40
9,10,Copines,Aya Nakamura,10,https://www.youtube.com/watch?v=EkGiGf8utCM
10,37,Heat Waves,Glass Animals,4,https://www.youtube.com/watch?v=mRD0-GxqHVo
11,16,Dai Dai,Shakira & Burna Boy,3,https://www.youtube.com/watch?v=fcnDmrtj6Sk
12,12,Self Aware,Temper City,4,https://www.youtube.com/watch?v=mh4AQkw4Jjc
13,9,i just get so nervy (ultra slowed),HYFY,4,https://www.youtube.com/watch?v=CJ044DqMMbE
14,17,LAST CHANCE FUNK (Alt Version Ultra Slowed),TEENWXVE,11,https://www.youtube.com/watch?v=9lBD7QQmoYE
15,14,Beat It,Michael Jackson,11,https://www.youtube.com/watch?v=oRdxUFDoQe0
16,15,Don’t Mess With Me (While I’m Jellyfishing),YourBoySponge,4,https://www.youtube.com/watch?v=XTwkTVjbn78
17,8,Meow Meow (Slowed),heapper & ahh,9,https://www.youtube.com/watch?v=8WYa13TQND4
18,13,she goes by.,where.t.at,5,https://www.youtube.com/watch?v=VEA98Y4a6sU
19,n/a,Peanut butter jelly original studio version (radio),English,1,https://www.youtube.com/watch?v=6Coh8XuIp24
20,20,Golden Brown,The Stranglers,7,https://www.youtube.com/watch?v=Kp-kFTSFyR0
21,25,Billie Jean,Michael Jackson,9,https://www.youtube.com/watch?v=Zi_XLOBDo_Y
22,22,Never Have I Ever,Scott Frenzel,5,https://www.youtube.com/watch?v=5SykX2_t1Vw
23,19,Just The Way You Are,Milky,11,https://www.youtube.com/watch?v=QZGsGB7cX3g
24,36,Champions (WC 26),IShowSpeed,2,https://www.youtube.com/watch?v=vrY1THC_NQE
25,31,NDA,Megan Thee Stallion,2,https://www.youtube.com/watch?v=oRQupibQV2k
26,n/a,All That / Alien Boy,Oliver Tree,1,https://www.youtube.com/watch?v=_ocfE8Ua-7U
27,n/a,worry (Slowed),LONOWN & riserayss,1,https://www.youtube.com/watch?v=f3DoKx_R1_s
28,n/a,7 Years,Lukas Graham,11,https://www.youtube.com/watch?v=LHCob76kigA
29,n/a,DYW Dance,Sunny 6700,1,https://www.youtube.com/watch?v=i_T88LjTuDc
30,28,MONTAGEM DOMER (Super Slowed),Paizo & DJ LXILL & DJ FallThox,15,https://www.youtube.com/watch?v=XURd55MFBCU
31,26,Earrings,Malcolm Todd,8,https://www.youtube.com/watch?v=a4tdS3IB294
32,30,Motion Party,BossMan Dlow,6,https://www.youtube.com/watch?v=fEl_ug9VfvQ
33,n/a,Run Rabbit,Mollie Elizabeth,1,https://www.youtube.com/watch?v=vzHOdM_8faM
34,29,Cherry Blossom Ice Tea,kittyfish,9,https://www.youtube.com/watch?v=YM2eYoSp2Kg
35,24,Alter Ego,Doechii & JT,3,https://www.youtube.com/watch?v=tJkPh2vluFQ
36,33,TRILLIUM HARDTEKK,S3RL & Bearn,16,https://www.youtube.com/watch?v=OgiAdfUKJ3c
37,41,Headlights (feat. KIDDO),Alok & Alan Walker,10,https://www.youtube.com/watch?v=zDy8K0o_ksA
38,n/a,Cinderella (feat. Ty Dolla $ign),Mac Miller,1,https://www.youtube.com/watch?v=FFamEq1PilQ
39,40,Kwik Flip | YTPMV,90's or 20's cartoons,2,https://www.youtube.com/watch?v=yHyPIGOy5fI
40,50,Heaven Can Wait,Michael Jackson,5,https://www.youtube.com/watch?v=TDVlDUAIz5k
41,n/a,foreign,lungskull & 5912,1,https://www.youtube.com/watch?v=B7y83ZsJ6lU
42,n/a,Stephanie,Nafeesisboujee,10,https://www.youtube.com/watch?v=GUJNGemGFy8
43,n/a,Touch,KATSEYE,6,https://www.youtube.com/watch?v=l9CZykYZkOQ
44,48,mirrors demo,overtonight,9,https://www.youtube.com/watch?v=jNU1dKASlI8
45,42,Six Seven,Laurinha Costa & Dj Cabello & Dj Tchouzen & SoundMusic Original,11,https://www.youtube.com/watch?v=Md7kqHsWWs4
46,32,Boston,STELLA LEFTY,7,https://www.youtube.com/watch?v=v2ttAph6PhM
47,n/a,the cure,Olivia Rodrigo,1,https://www.youtube.com/watch?v=B402rKl4bUg
48,n/a,Without Me,Halsey,15,https://www.youtube.com/watch?v=ZAfAud_M_mg
49,35,PINKY UP,KATSEYE,11,https://www.youtube.com/watch?v=8g7VclWsiaM
50,34,Black Beatles (feat. Gucci Mane),Rae Sremmurd,12,https://www.youtube.com/watch?v=b8m9zhNAgKs
