Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
1,n/a,GUT GENUG (feat. Blumengarten & Shirin David),KITSCHKRIEG,1,https://www.youtube.com/watch?v=0GnA8VYOfko
2,n/a,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,3,https://www.youtube.com/watch?v=NvEaSmftaIQ
3,1,Bang Bang Bang (lil yappa/minus b remix) (feat. BBpanzu),Lil Yappa,6,https://www.youtube.com/watch?v=OLKjWMvoY40
4,5,Cheerleader (Felix Jaehn Remix),OMI,8,https://www.youtube.com/watch?v=jGflUbPQfW8
5,n/a,Life Goes On,Oliver Tree,1,https://www.youtube.com/watch?v=8F2s8ivKXNY
6,9,Chicago,Michael Jackson,4,https://www.youtube.com/watch?v=Y_8mUx4VOmo
7,n/a,ICONIC BY MISTAKE,LE SSERAFIM & ILLIT & KATSEYE,1,https://www.youtube.com/watch?v=27C4pfRsf9g
8,3,Meow Meow (Slowed),heapper & ahh,8,https://www.youtube.com/watch?v=8WYa13TQND4
9,2,i just get so nervy (ultra slowed),HYFY,3,https://www.youtube.com/watch?v=CJ044DqMMbE
10,4,Copines,Aya Nakamura,9,https://www.youtube.com/watch?v=EkGiGf8utCM
11,6,Beauty And A Beat (feat. Nicki Minaj),Justin Bieber,9,https://www.youtube.com/watch?v=Ys7-6_t7OEQ
12,15,Self Aware,Temper City,3,https://www.youtube.com/watch?v=mh4AQkw4Jjc
13,38,she goes by.,where.t.at,4,https://www.youtube.com/watch?v=VEA98Y4a6sU
14,10,Beat It,Michael Jackson,10,https://www.youtube.com/watch?v=oRdxUFDoQe0
15,12,Don’t Mess With Me (While I’m Jellyfishing),YourBoySponge,3,https://www.youtube.com/watch?v=XTwkTVjbn78
16,36,Dai Dai,Shakira & Burna Boy,2,https://www.youtube.com/watch?v=fcnDmrtj6Sk
17,8,LAST CHANCE FUNK (Alt Version Ultra Slowed),TEENWXVE,10,https://www.youtube.com/watch?v=9lBD7QQmoYE
18,n/a,Miss You,Oliver Tree & Robin Schulz,4,https://www.youtube.com/watch?v=BX0lKSa_PTk
19,18,Just The Way You Are,Milky,10,https://www.youtube.com/watch?v=QZGsGB7cX3g
20,16,Golden Brown,The Stranglers,6,https://www.youtube.com/watch?v=Kp-kFTSFyR0
21,14,D'Oh! Anthem,The D'Oh Account,4,https://www.youtube.com/watch?v=bAkyvB24wLc
22,13,Never Have I Ever,Scott Frenzel,4,https://www.youtube.com/watch?v=5SykX2_t1Vw
23,n/a,blue,yung kai,20,https://www.youtube.com/watch?v=IpFX2vq8HKw
24,23,Alter Ego,Doechii & JT,2,https://www.youtube.com/watch?v=tJkPh2vluFQ
25,24,Billie Jean,Michael Jackson,8,https://www.youtube.com/watch?v=Zi_XLOBDo_Y
26,21,Earrings,Malcolm Todd,7,https://www.youtube.com/watch?v=a4tdS3IB294
27,22,Impostor Syndrome,Sidney Gish,6,https://www.youtube.com/watch?v=GwSSrwryxN0
28,20,MONTAGEM DOMER (Super Slowed),Paizo & DJ LXILL & DJ FallThox,14,https://www.youtube.com/watch?v=XURd55MFBCU
29,39,Cherry Blossom Ice Tea,kittyfish,8,https://www.youtube.com/watch?v=YM2eYoSp2Kg
30,47,Motion Party,BossMan Dlow,5,https://www.youtube.com/watch?v=fEl_ug9VfvQ
31,n/a,NDA,Megan Thee Stallion,1,https://www.youtube.com/watch?v=oRQupibQV2k
32,29,Boston,STELLA LEFTY,6,https://www.youtube.com/watch?v=v2ttAph6PhM
33,26,TRILLIUM HARDTEKK,S3RL & Bearn,15,https://www.youtube.com/watch?v=OgiAdfUKJ3c
34,30,Black Beatles (feat. Gucci Mane),Rae Sremmurd,11,https://www.youtube.com/watch?v=b8m9zhNAgKs
35,28,PINKY UP,KATSEYE,10,https://www.youtube.com/watch?v=8g7VclWsiaM
36,n/a,Champions (WC 26),IShowSpeed,1,https://www.youtube.com/watch?v=vrY1THC_NQE
37,n/a,Heat Waves,Glass Animals,3,https://www.youtube.com/watch?v=mRD0-GxqHVo
38,32,FUNK ABNORMAL (SLOWED),DJ V12 & SXID,5,https://www.youtube.com/watch?v=dWXMw_jOtSI
39,n/a,Don't Let Me Down (feat. Daya),the chainsmokers,3,https://www.youtube.com/watch?v=Io0fBr1XBUA
40,n/a,Kwik Flip | YTPMV,90's or 20's cartoons,1,https://www.youtube.com/watch?v=yHyPIGOy5fI
41,44,Headlights (feat. KIDDO),Alok & Alan Walker,9,https://www.youtube.com/watch?v=zDy8K0o_ksA
42,35,Six Seven,Laurinha Costa & Dj Cabello & Dj Tchouzen & SoundMusic Original,10,https://www.youtube.com/watch?v=Md7kqHsWWs4
43,27,SARAVIA FUNK,RD12 & Dj Funks & DJ DYLANFK,5,https://www.youtube.com/watch?v=2EE1TDmZIsI
44,n/a,Pipelinefunk Concert (Live),Armin Küpper,4,https://www.youtube.com/watch?v=p8GcHoSIPDg
45,46,캐치 캐치,YENA,9,https://www.youtube.com/watch?v=ItSKahBISg0
46,n/a,Wet,Dazey and the Scouts,5,https://www.youtube.com/watch?v=Qi2R3d8hiwM
47,42,Janice STFU,Drake,2,https://www.youtube.com/watch?v=SD4yRDY9mek
48,n/a,mirrors demo,overtonight,8,https://www.youtube.com/watch?v=jNU1dKASlI8
49,17,MTG Beat It,DJ Fepas,3,https://www.youtube.com/watch?v=z7NWGu6AYWE
50,37,Heaven Can Wait,Michael Jackson,4,https://www.youtube.com/watch?v=TDVlDUAIz5k
