Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
1,2,Sunflower,Post Malone & Swae Lee,3,https://www.youtube.com/watch?v=ApXoWvfEYVU
2,1,misery.,pupsies,8,https://www.youtube.com/watch?v=qJKcADiAuAw
3,13,Wrap Me In Plastic (Marcus Layton Radio Edit),Chromance & Marcus Layton (Pres. Le Sound),2,https://www.youtube.com/watch?v=LIgC1EwZczk
4,3,FREAKED OUT,Fat Papi & prodshushy,6,https://www.youtube.com/watch?v=Q6978DnF8C4
5,10,Got That Feelin,BBE AJ & Boosie Badazz,4,https://www.youtube.com/watch?v=Ypdy3SVXUwE
6,4,Animal,KATSEYE,5,https://www.youtube.com/watch?v=m7k9UMcHbr0
7,20,Holy War Hospital (Tiktok Version),DJ PORTU & DJ Vz7 & ahh,2,https://www.youtube.com/watch?v=GTrn-XEgim8
8,16,I'm going to be a squashed cheese ball today,HappyPizzaBread,3,https://www.youtube.com/watch?v=P4_J3K1zEMk
9,8,Black Beatles (feat. Gucci Mane),Rae Sremmurd,15,https://www.youtube.com/watch?v=b8m9zhNAgKs
10,21,Hootie Frutti,KATSEYE,2,https://www.youtube.com/watch?v=is8UDe2PhKQ
11,22,FUNK MONOCLE (Ultra Slowed),Raiden & TRXSHBXY,3,https://www.youtube.com/watch?v=hD_iWnWyBCM
12,9,MONTAGEM GUERREIRO (Slowed),Avenxir & SUNJI,5,https://www.youtube.com/watch?v=vJA3bHNjX0M
13,5,I'm a chud im a chud,WEST STATION,8,https://www.youtube.com/watch?v=w3gOOA_1M4Q
14,6,GUT GENUG (feat. Blumengarten & Shirin David),KITSCHKRIEG,11,https://www.youtube.com/watch?v=0GnA8VYOfko
15,18,Fly-day Chinatown,Yasuha,3,https://www.youtube.com/watch?v=g0p_jI6T2WQ
16,30,BREGA DO SCUBA,prodbydxm & DJ PORTU,2,https://www.youtube.com/watch?v=UJjKn7S-7j8
17,48,poonte perritaa,Bb trickz,2,https://www.youtube.com/watch?v=OM0PcSrSE8o
18,44,Cool (Hardtekk - Slowed),angelhard,2,https://www.youtube.com/watch?v=X3wkGDH9xn0
19,23,Golden Brown,The Stranglers,16,https://www.youtube.com/watch?v=Kp-kFTSFyR0
20,26,Fishy on Me,Tiko,2,https://www.youtube.com/watch?v=ZClu_I6U6aM
21,29,Pink Blush,Dolly Babe,2,https://www.youtube.com/watch?v=6DEjZE4yLk4
22,14,Dai Dai,Shakira & Burna Boy,12,https://www.youtube.com/watch?v=fcnDmrtj6Sk
23,17,Meant To Be,Cuntsniffer Archive,4,https://www.youtube.com/watch?v=TBrR-xL7lks
24,15,Midnight Feels Like Home,Jayven Solis & Aria Monroe,3,https://www.youtube.com/watch?v=opSqamrCbXU
25,12,ICONIC BY MISTAKE,LE SSERAFIM & ILLIT & KATSEYE,11,https://www.youtube.com/watch?v=27C4pfRsf9g
26,37,Cool ( That Or That ) (Best Part Looped + Viral Version),easethepain,2,https://www.youtube.com/watch?v=kIGaM8mpwWw
27,n/a,Addiction (feat. Cassie & Fabolous),Ryan Leslie,1,https://www.youtube.com/watch?v=C7On6s5sKmA
28,7,she goes by.,where.t.at,14,https://www.youtube.com/watch?v=VEA98Y4a6sU
29,25,Life Goes On,Oliver Tree,11,https://www.youtube.com/watch?v=8F2s8ivKXNY
30,11,Don't put bananas in my butt,Outerscope,4,https://www.youtube.com/watch?v=xumuoyEyEEI
31,n/a,Cry Baby,Melanie Martinez,1,https://www.youtube.com/watch?v=O87lzhoexyA
32,19,Ghetto Love Story,BabyChiefDoit,7,https://www.youtube.com/watch?v=C-47Vg6Eq5o
33,n/a,大大大キライ,dennoko-P,1,https://www.youtube.com/watch?v=v9rbbNKKjYM
34,n/a,Around Me,Noodah05,1,https://www.youtube.com/watch?v=P0lBlxk_460
35,38,bloodstream,Alyssa Grace,6,https://www.youtube.com/watch?v=FOJ4A4wixDg
36,n/a,Loser,Tame Impala,1,https://www.youtube.com/watch?v=s3a4OQR-10M
37,24,Quiet on the Creek,Saucy Santana,5,https://www.youtube.com/watch?v=MKl7uciEUE4
38,39,Atlantis,Seafret,8,https://www.youtube.com/watch?v=gVAy3IZiL0s
39,n/a,New Perspective,Panic! At The Disco,1,https://www.youtube.com/watch?v=d3sA5plF6kE
40,n/a,Without You (feat. USHER),David Guetta,4,https://www.youtube.com/watch?v=jUe8uoKdHao
41,n/a,Who's Lovin' You (neverbadagain Hoodtrap Remix),Jackson 5 & neverbadagain,1,https://www.youtube.com/watch?v=-M0DD_wJc3s
