Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
1,1,misery.,pupsies,6,https://www.youtube.com/watch?v=qJKcADiAuAw
2,2,FREAKED OUT,Fat Papi & prodshushy,4,https://www.youtube.com/watch?v=Q6978DnF8C4
3,5,I'm a chud im a chud,WEST STATION,6,https://www.youtube.com/watch?v=w3gOOA_1M4Q
4,3,GUT GENUG (feat. Blumengarten & Shirin David),KITSCHKRIEG,9,https://www.youtube.com/watch?v=0GnA8VYOfko
5,4,Animal,KATSEYE,3,https://www.youtube.com/watch?v=m7k9UMcHbr0
6,17,MONTAGEM GUERREIRO (Slowed),Avenxir & SUNJI,3,https://www.youtube.com/watch?v=vJA3bHNjX0M
7,7,ICONIC BY MISTAKE,LE SSERAFIM & ILLIT & KATSEYE,9,https://www.youtube.com/watch?v=27C4pfRsf9g
8,8,Ghetto Love Story,BabyChiefDoit,5,https://www.youtube.com/watch?v=C-47Vg6Eq5o
9,6,Dai Dai,Shakira & Burna Boy,10,https://www.youtube.com/watch?v=fcnDmrtj6Sk
10,15,LET ME DRIVE FUNK,DJ VRK & DJ TUUV & ahh,7,https://www.youtube.com/watch?v=iQKXrPZ-P5k
11,20,she goes by.,where.t.at,12,https://www.youtube.com/watch?v=VEA98Y4a6sU
12,9,Quiet on the Creek,Saucy Santana,3,https://www.youtube.com/watch?v=MKl7uciEUE4
13,30,Don't put bananas in my butt,Outerscope,2,https://www.youtube.com/watch?v=xumuoyEyEEI
14,12,Alone,Alan Walker,5,https://www.youtube.com/watch?v=1-xGerv5FOk
15,10,unhappy,s0rrow,5,https://www.youtube.com/watch?v=-ryNfrDCpmI
16,13,Got That Feelin,BBE AJ & Boosie Badazz,2,https://www.youtube.com/watch?v=Ypdy3SVXUwE
17,21,Kwik Flip | YTPMV,90's or 20's cartoons,9,https://www.youtube.com/watch?v=yHyPIGOy5fI
18,18,Golden Brown,The Stranglers,14,https://www.youtube.com/watch?v=Kp-kFTSFyR0
19,19,Meant To Be,Cuntsniffer Archive,2,https://www.youtube.com/watch?v=TBrR-xL7lks
20,11,Haaland (Ha Ha Ha),CTID,5,https://www.youtube.com/watch?v=cixr-7fMWwU
21,16,Life Goes On,Oliver Tree,9,https://www.youtube.com/watch?v=8F2s8ivKXNY
22,n/a,I'm going to be a squashed cheese ball today,HappyPizzaBread,1,https://www.youtube.com/watch?v=P4_J3K1zEMk
23,n/a,Midnight Feels Like Home,Jayven Solis & Aria Monroe,1,https://www.youtube.com/watch?v=opSqamrCbXU
24,26,Earrings,Malcolm Todd,15,https://www.youtube.com/watch?v=a4tdS3IB294
25,24,don't miss me,Claire Rosinkranz,6,https://www.youtube.com/watch?v=DpRktghv0mc
26,n/a,FUNK MONOCLE (Ultra Slowed),Raiden & TRXSHBXY,1,https://www.youtube.com/watch?v=hD_iWnWyBCM
27,n/a,Fly-day Chinatown,Yasuha,1,https://www.youtube.com/watch?v=g0p_jI6T2WQ
28,14,DYW Dance,Sunny 6700,8,https://www.youtube.com/watch?v=i_T88LjTuDc
29,31,bloodstream,Alyssa Grace,4,https://www.youtube.com/watch?v=FOJ4A4wixDg
30,37,MONTAGEM ONE MORE GAME 2,DJ KVNXD & GRIXOR,2,https://www.youtube.com/watch?v=94GBvWlzxUg
31,28,Bang Bang Bang (lil yappa/minus b remix) (feat. BBpanzu),Lil Yappa,14,https://www.youtube.com/watch?v=OLKjWMvoY40
32,n/a,وحدن,Fairuz,1,https://www.youtube.com/watch?v=w3E_6WFdUDg
33,29,MONTAGEM URANIUM (Slowed),ZAYLO,5,https://www.youtube.com/watch?v=1Z0ACURnv1g
34,23,matrix (bl studio loop) (slowed),chrmbchrmb,8,https://www.youtube.com/watch?v=J43OKxcNTD4
35,48,the cure,Olivia Rodrigo,8,https://www.youtube.com/watch?v=B402rKl4bUg
36,n/a,Sunflower,Post Malone & Swae Lee,1,https://www.youtube.com/watch?v=ApXoWvfEYVU
37,41,Bang Bang Bang - Silly Funk,Zachz Winner,2,https://www.youtube.com/watch?v=iiI5fpUK9AU
38,33,Cinderella (feat. Ty Dolla $ign),Mac Miller,8,https://www.youtube.com/watch?v=FFamEq1PilQ
39,38,APOLOGISE IN BRAZIL ,DJ QEELZZ & XSKAY11,2,https://www.youtube.com/watch?v=iVQxG3mYqzk
40,36,ふたつの木馬 (feat. Hatsune Miku),KIKUO,6,https://www.youtube.com/watch?v=lSreY_7i6No
41,n/a,JESUS IS COMING BACK SOON,Forrest Frank & Josiah Queen,5,https://www.youtube.com/watch?v=A42LnRppG1c
42,42,LEGACY (Slowed down) (feat. PIXY),backfromparadise,5,https://www.youtube.com/watch?v=NAzaaMUHfx0
43,44,i just get so nervy (ultra slowed),HYFY,11,https://www.youtube.com/watch?v=CJ044DqMMbE
44,n/a,Black Beatles (feat. Gucci Mane),Rae Sremmurd,13,https://www.youtube.com/watch?v=b8m9zhNAgKs
45,n/a,Cherry Blossom Ice Tea,kittyfish,12,https://www.youtube.com/watch?v=YM2eYoSp2Kg
46,n/a,MOONLIGHT,XXXTENTACION,8,https://www.youtube.com/watch?v=GX8Hg6kWQYI
47,39,Run It Back #JerseyClub (feat. Nueve Lio),Salako,7,https://www.youtube.com/watch?v=SIzYokE5Fuk
48,25,Love & Smiles,ay3demi & Keno Carter,8,https://www.youtube.com/watch?v=1QZlz5Eyv94
49,n/a,I Can Be Your Friend,VeggieTales,1,https://www.youtube.com/watch?v=zoZrRGsTUn4
50,43,Impostor Syndrome,Sidney Gish,11,https://www.youtube.com/watch?v=GwSSrwryxN0
