Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
1,6,What You Is,YoungBoy Never Broke Again & Mellow Rackz,2,https://www.youtube.com/watch?v=5p29VznFXhg
2,2,Ocean Eyes,Billie Eilish,7,https://www.youtube.com/watch?v=viimfQi_pUw
3,5,Bring It Back,Travis Porter,3,https://www.youtube.com/watch?v=VTCkmvSwIjw
4,4,Confess your love (feat. ola.wav),Jiandro,11,https://www.youtube.com/watch?v=LfHm50UJW6U
5,1,Doot Doot (6 7),Skrilla,19,https://www.youtube.com/watch?v=XnygT6ANLzQ
6,3,Sugar On My Tongue,Tyler The Creator,10,https://www.youtube.com/watch?v=ljHdccyQbT4
7,n/a,Fool,Frankie Cosmos,1,https://www.youtube.com/watch?v=hR2gq3Hdgw8
8,20,What's Up?,4 Non Blondes,2,https://www.youtube.com/watch?v=6NXnxTNIWkc
9,13,MONTAGEM RUGADA,cape & JXNDRO & Sayfalse,4,https://www.youtube.com/watch?v=Hd5nXTyaXZg
10,10,Golden,HUNTR/X & EJAE & AUDREY NUNA & REI AMI & KPop Demon Hunters Cast,16,https://www.youtube.com/watch?v=yebNIHKAC4A
11,9,L O V E,Michael Bublé,7,https://www.youtube.com/watch?v=sdOvR6Io9Ao
12,37,Spooky Scary Skeletons (Undead Tombstone Remix),Andrew Gold,12,https://www.youtube.com/watch?v=Qbwt0ks5Cvc
13,48,FALL FROM THE SKY PT. 2,RomancePlanet & STAKILLAZ,2,https://www.youtube.com/watch?v=Cpc1akSzjPY
14,17,Wish (Live),Trippie Redd & Diplo,3,https://www.youtube.com/watch?v=zOdKS_ayMyM
15,11,forget卡点舞,DJ易拉罐,6,https://www.youtube.com/watch?v=CSnF5xMwXwU
16,n/a,Pitbull Terrier,Die Antwoord,1,https://www.youtube.com/watch?v=JvMXVHVr72A
17,n/a,Give Me More (Just Rawer),Aloboi,1,https://www.youtube.com/watch?v=aKOB-vT45HM
18,8,The Fate of Ophelia,Taylor Swift,4,https://www.youtube.com/watch?v=ko70cExuzZM
19,19,MONTAGEM COMA (Extreme Slowed),ANDROMEDA & elysian.,11,https://www.youtube.com/watch?v=EmmYDU3Rjpg
20,n/a,VAI VAI TRAIR,DJ Asul,5,https://www.youtube.com/watch?v=2VV_ox3XXzg
21,15,Game over!,Harris Cole,6,https://www.youtube.com/watch?v=fTQb5umb1dg
22,n/a,DON`T STOP,GLXXMSTRIDER,2,https://www.youtube.com/watch?v=9ZeUei8IUxA
23,21,YOSHO HAI MONTAGEM,Torbahed,5,https://www.youtube.com/watch?v=Wo__M-KVcYQ
24,30,CLIMA LINDO (SLOWED),GXMZ & Repsaj,10,https://www.youtube.com/watch?v=P12jBX75B48
25,14,BI,KISLOTV,5,https://www.youtube.com/watch?v=fQAovWwAtws
26,29,CRY,Parker Jack,3,https://www.youtube.com/watch?v=Ife2Cv4UoNo
27,32,poster boy,2hollis,7,https://www.youtube.com/watch?v=H2vTrHc-OGk
28,27,MENTE MÁ,Nakama & Mc Staff,10,https://www.youtube.com/watch?v=cXDOHqa_QgY
29,n/a,VAI NO VAPOR (Super Slowed),sma$her,1,https://www.youtube.com/watch?v=SnNpNdn9YgI
30,n/a,Strategy (feat. Megan Thee Stallion),TWICE,1,https://www.youtube.com/watch?v=Sz_wWzgh-vQ
31,31,When Did You Get Hot?,Sabrina Carpenter,6,https://www.youtube.com/watch?v=bnhV-OBnGCE
32,33,Treat You Better,Shawn Mendes,4,https://www.youtube.com/watch?v=lY2yjAdbvdQ
33,18,Bark Like You Want It,Sir Mix-A-Lot,6,https://www.youtube.com/watch?v=r06VZKwykgU
34,7,Havana (feat. Young Thug),Camila Cabello,8,n/a
35,41,Shiny,Easykid & Dysbit,2,https://www.youtube.com/watch?v=SmFsXCEiGQA
36,n/a,Mean Girls,KATSEYE,1,https://www.youtube.com/watch?v=QQpAtjmCdKQ
