Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
1,3,Six Seven,Laurinha Costa & Dj Cabello & Dj Tchouzen & SoundMusic Original,3,https://www.youtube.com/watch?v=Md7kqHsWWs4
2,2,Babydoll,Dominic Fike,10,https://www.youtube.com/watch?v=KqMOKCRgvD8
3,1,Yoga,Janelle Monáe & Jidenna,9,https://www.youtube.com/watch?v=0OkB6p_FZAw
4,5,LAST CHANCE FUNK (Alt Version Ultra Slowed),TEENWXVE,3,https://www.youtube.com/watch?v=9lBD7QQmoYE
5,8,Bazooka,Miami XO,11,https://www.youtube.com/watch?v=pCcT7EkYnoE
6,4,Sea Lion,Yuno Miles,7,https://www.youtube.com/watch?v=Bc9xCCx8fJU
7,12,Just The Way You Are,Milky,3,https://www.youtube.com/watch?v=QZGsGB7cX3g
8,27,dirty laundry,blackbear,7,https://www.youtube.com/watch?v=G3PO8ISLUJk
9,6,NO BATIDÃO,slxughter,25,https://www.youtube.com/watch?v=GXioir-fujY
10,11,MONTAGEM DOMER (Super Slowed),Paizo & DJ LXILL & DJ FallThox,7,https://www.youtube.com/watch?v=XURd55MFBCU
11,7,TRILLIUM HARDTEKK,S3RL & Bearn,8,https://www.youtube.com/watch?v=OgiAdfUKJ3c
12,n/a,My Band,D12,1,https://www.youtube.com/watch?v=ttWQK5VXskA
13,40,Jax Toy (Reprise) (feat. Michael Kovach),Jakeneutron,2,https://www.youtube.com/watch?v=GcmJAqxWKeA
14,16,Sleeping city (Aura Version),EZ TUNZ,3,https://www.youtube.com/watch?v=0-vVCsITdTY
15,36,캐치 캐치,YENA,2,https://www.youtube.com/watch?v=ItSKahBISg0
16,9,Estilo Horizonte Diamante (Super Slowed),ASKL hon & DJ IGEEKS & SoulFusi & Echo8,3,https://www.youtube.com/watch?v=-ZTfwr6_TDw
17,14,PINKY UP,KATSEYE,3,https://www.youtube.com/watch?v=8g7VclWsiaM
18,n/a,Body,Mother Mother,1,https://www.youtube.com/watch?v=fMhyp8g--ok
19,43,Copines,Aya Nakamura,2,https://www.youtube.com/watch?v=EkGiGf8utCM
20,n/a,Don't Let Me Down (feat. Daya),the chainsmokers,1,https://www.youtube.com/watch?v=Io0fBr1XBUA
21,n/a,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,1,https://www.youtube.com/watch?v=ngORmvyvAaI
22,18,Go Away (feat. Best Coast),Weezer,8,https://www.youtube.com/watch?v=pnTIsubYbCU
23,10,Hate Me,Ellie Goulding & Juice WRLD,15,https://www.youtube.com/watch?v=UZwi9SHgzGY
24,17,HIT THE JACKPOT! (Hakari Dance),GameboyJones,4,https://www.youtube.com/watch?v=_rQiTC7woSg
25,26,Moonlight,XXXTENTACION,3,https://www.youtube.com/watch?v=-AgyNtbmlyg
26,24,Made In Japan,Buck Owens & The Buckaroos,4,https://www.youtube.com/watch?v=oo0dvvLUJhE
27,13,First Place,Larray,12,https://www.youtube.com/watch?v=3inQPQvm-8I
28,25,BAD ENDING FUNK,Shimuda & slowlydying,4,n/a
29,22,iloveitiloveitiloveit,Bella Kay,6,https://www.youtube.com/watch?v=4D6qatXG5-A
30,20,Like That (feat. Gucci Mane),Doja Cat,5,https://www.youtube.com/watch?v=XEJLuJyxLDE
31,19,67 (Six Seven),Gazan,4,https://www.youtube.com/watch?v=yo5CILhgvT4
32,n/a,Take Me Home,PinkPantheress,5,https://www.youtube.com/watch?v=dZBPhJ5zsEY
33,34,GOOFY LAUGH FUNK,VHM4D,3,https://www.youtube.com/watch?v=5u0m83yc-CE
34,n/a,Better Than Yours (feat. YoungBoy Never Broke Again),Coi Leray,1,https://www.youtube.com/watch?v=NqLe3mk__kg
35,31,ENA Dream BBQ Funk,wixsp,2,https://www.youtube.com/watch?v=Y9rOHeRyD5Q
36,33,SCUBA JUKE(IT STANKKK),h5wk,3,https://www.youtube.com/watch?v=YtHH50zdclQ
37,29,Jumpshot,Dawin,6,https://www.youtube.com/watch?v=yztX1jvtm_4
38,n/a,We Don't Care,Akon,1,https://www.youtube.com/watch?v=oIUBVPddJsk
39,n/a,So Easy (To Fall In Love),Olivia Dean,1,https://www.youtube.com/watch?v=3sur4BmjQt8
40,n/a,Meow Meow (Slowed),heapper & ahh,1,https://www.youtube.com/watch?v=8WYa13TQND4
41,49,Headlights (feat. KIDDO),Alok & Alan Walker,2,https://www.youtube.com/watch?v=zDy8K0o_ksA
42,28,Meet Me At Our Spot,THE ANXIETY & WILLOW & Tyler Cole,7,https://www.youtube.com/watch?v=RyJ5GbzEZC0
43,35,Stateside,PinkPantheress & Zara Larsson,15,https://www.youtube.com/watch?v=lIxQe1R5hs0
44,30,E85,Don Toliver,8,https://www.youtube.com/watch?v=rVD-zV6ctoM
45,32,HEAVENLY JUMPSTYLE (Slowed),TWXNY & Sxilwix & INNXCENCE,15,https://www.youtube.com/watch?v=qVuwUR5_FsE
46,46,Beauty And A Beat (feat. Nicki Minaj),Justin Bieber,2,https://www.youtube.com/watch?v=Ys7-6_t7OEQ
47,n/a,Heartless,Kanye West,1,https://www.youtube.com/watch?v=Co0tTeuUVhU
48,21,Without Me,Halsey,12,https://www.youtube.com/watch?v=ZAfAud_M_mg
49,37,MOONLIGHT,XXXTENTACION,5,https://www.youtube.com/watch?v=GX8Hg6kWQYI
50,n/a,Wet,Dazey and the Scouts,4,https://www.youtube.com/watch?v=Qi2R3d8hiwM
