Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
1,1,Big Guy,Ice Spice,5,https://www.youtube.com/watch?v=7yaU0qXlgbo
2,21,Art of Guitar (feat. Marcin),RJ Pasin,4,https://www.youtube.com/watch?v=iHlfdyLMHOo
3,2,Lush Life,Zara Larsson,4,https://www.youtube.com/watch?v=tD4HCZe-tew
4,5,End of Beginning,Djo,8,https://www.youtube.com/watch?v=oXSw8DGjf5E
5,4,FALL FROM THE SKY PT. 2,RomancePlanet & STAKILLAZ,12,https://www.youtube.com/watch?v=Cpc1akSzjPY
6,3,NOT CUTE ANYMORE,ILLIT,4,https://www.youtube.com/watch?v=x_RYZsOfpKY
7,7,NO BATIDÃO,slxughter,9,https://www.youtube.com/watch?v=GXioir-fujY
8,6,CHANEL,Tyla,8,https://www.youtube.com/watch?v=xiZUf98A1Ts
9,24,Montagem Miau (Ultra Slowed),Lenar,9,n/a
10,10,Don't Mind,Kent Jones,5,https://www.youtube.com/watch?v=n49qi-dU9IE
11,11,i walk this earth all by myself,EKKSTACY,3,https://www.youtube.com/watch?v=uto7z_YEuaM
12,22,BOO,H3adband,2,https://www.youtube.com/watch?v=km5bgjATdCk
13,13,Riley,Juicy J & Lex Luger,8,https://www.youtube.com/watch?v=ZjgreqGLbqc
14,16,LET THE WORLD BURN,Chris Grey,9,https://www.youtube.com/watch?v=fdJrSjMgPFE
15,18,What You Is,YoungBoy Never Broke Again & Mellow Rackz,12,https://www.youtube.com/watch?v=5p29VznFXhg
16,n/a,The City's Yours,Jamie Foxx & Quvenzhané Wallis,1,https://www.youtube.com/watch?v=DZg5WpWQhig
17,14,Phantom,EsDeeKid & Rico Ace,3,https://www.youtube.com/watch?v=hmdzniMJOZs
18,8,THANKFUL,Forrest Frank,3,https://www.youtube.com/watch?v=VOZbswniA-g
19,n/a,Internet Girl,KATSEYE,1,https://www.youtube.com/watch?v=5q9EjSUovc4
20,26,SPAGHETTI (feat. j-hope),LE SSERAFIM,3,https://www.youtube.com/watch?v=TvVtYaqCni8
21,31,LUA NA PRAÇA,Dj Samir & DJ Zarek & Dj Duda & LUNxdiE,6,https://www.youtube.com/watch?v=iLfVnU23E34
22,25,Never Ending Story, & Gabriella Pizzolo,3,https://www.youtube.com/watch?v=Pielps4ZBCY
23,46,In The Name Of Love,Martin Garrix & Bebe Rexha,11,https://www.youtube.com/watch?v=RnBT9uUYb1w
24,17,From The Start,-Prey & ZMAJOR & zxnc & Emrld!,8,https://www.youtube.com/watch?v=sTHhz9LXdjw
25,43,Hello,OMFG,8,https://www.youtube.com/watch?v=aaIjs8K3oYo
26,27,Stranger Things,Kyle Dixon & Michael Stein,7,https://www.youtube.com/watch?v=2obv0DHuhu4
27,15,Strut,Ayanna Ife & Zeddy Will & Jenn Carter,3,https://www.youtube.com/watch?v=pLYymXctanc
28,n/a,Savage,Megan Thee Stallion,1,https://www.youtube.com/watch?v=lkQ6uHr0TQE
29,29,Wish (Live),Trippie Redd & Diplo,13,https://www.youtube.com/watch?v=zOdKS_ayMyM
30,n/a,Epic Inspiration,AShamaluevMusic,11,https://www.youtube.com/watch?v=CvLHKUtcFg4
31,39,fragment (slowed),slxughter,8,https://www.youtube.com/watch?v=rngLO3tF2mA
32,n/a,DON`T STOP,GLXXMSTRIDER,11,https://www.youtube.com/watch?v=9ZeUei8IUxA
33,19,Reindeer Games,Scott Frenzel,5,https://www.youtube.com/watch?v=lAJXMKjCav8
34,40,Running Up That Hill (A Deal With God),Kate Bush,2,https://www.youtube.com/watch?v=wp43OdtAAkM
35,9,Goodbye To A World,Porter Robinson,4,https://www.youtube.com/watch?v=W2TE0DjdNqI
36,n/a,Took Her To The O (Audiomack Fine Tuned Version),King Von,1,https://www.youtube.com/watch?v=zEF4pn_4wcI
37,38,Head Shot / Gas In The Truck,IShowSpeed,9,https://www.youtube.com/watch?v=HvYoohC9kVs
38,30,Lost Woods Jersey Club,MirYouMadeIt,6,https://www.youtube.com/watch?v=IjNck9OJjGM
39,37,MONTAGEM RUGADA,cape & JXNDRO & Sayfalse,12,https://www.youtube.com/watch?v=Hd5nXTyaXZg
40,36,mirrors demo,overtonight,5,https://www.youtube.com/watch?v=jNU1dKASlI8
41,48,Zoo,Shakira,2,https://www.youtube.com/watch?v=Kw3935PH01E
42,n/a,Upside Down,Diana Ross,1,https://www.youtube.com/watch?v=hDHW5wXBvLw
43,34,MONTAGEM GRITOS TALENTO (SUPER SLOWED) (feat. mc baiano MC RD & Mc Gw),prodbydxm & DJ FRIZER & DJ FZ DA ZN,6,https://www.youtube.com/watch?v=2tUrbTkuXPI
44,n/a,Gozalo (Remix),Ariis,1,https://www.youtube.com/watch?v=GkqzojRVtGo
45,28,7AM,Lil Uzi Vert,5,https://www.youtube.com/watch?v=ixDvq80wZps
46,n/a,Dark Red (Funk Ultra Slowed),ZMAJOR & dearukia & SEKIMANE & zxnc,9,https://www.youtube.com/watch?v=zVxS9Jaj32o
47,50,Phonk Funk,Brazilian Phonk & Trap Nation (US),5,https://www.youtube.com/watch?v=gErDD4vi0tU
48,n/a,Relaxed Scene,James Clarke,14,https://www.youtube.com/watch?v=DmLRQryHkVA
49,n/a,PIBBLE WASH MY BELLY FUNK,real wayne & aphonkus & DJ MOG,7,https://www.youtube.com/watch?v=HZqh9WwPVss
50,n/a,Gnarly,KATSEYE,8,https://www.youtube.com/watch?v=R2-yomhYAj4
