Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
1,1,misery.,pupsies,7,https://www.youtube.com/watch?v=qJKcADiAuAw
2,36,Sunflower,Post Malone & Swae Lee,2,https://www.youtube.com/watch?v=ApXoWvfEYVU
3,2,FREAKED OUT,Fat Papi & prodshushy,5,https://www.youtube.com/watch?v=Q6978DnF8C4
4,5,Animal,KATSEYE,4,https://www.youtube.com/watch?v=m7k9UMcHbr0
5,3,I'm a chud im a chud,WEST STATION,7,https://www.youtube.com/watch?v=w3gOOA_1M4Q
6,4,GUT GENUG (feat. Blumengarten & Shirin David),KITSCHKRIEG,10,https://www.youtube.com/watch?v=0GnA8VYOfko
7,11,she goes by.,where.t.at,13,https://www.youtube.com/watch?v=VEA98Y4a6sU
8,44,Black Beatles (feat. Gucci Mane),Rae Sremmurd,14,https://www.youtube.com/watch?v=b8m9zhNAgKs
9,6,MONTAGEM GUERREIRO (Slowed),Avenxir & SUNJI,4,https://www.youtube.com/watch?v=vJA3bHNjX0M
10,16,Got That Feelin,BBE AJ & Boosie Badazz,3,https://www.youtube.com/watch?v=Ypdy3SVXUwE
11,13,Don't put bananas in my butt,Outerscope,3,https://www.youtube.com/watch?v=xumuoyEyEEI
12,7,ICONIC BY MISTAKE,LE SSERAFIM & ILLIT & KATSEYE,10,https://www.youtube.com/watch?v=27C4pfRsf9g
13,n/a,Wrap Me In Plastic (Marcus Layton Radio Edit),Chromance & Marcus Layton (Pres. Le Sound),1,https://www.youtube.com/watch?v=LIgC1EwZczk
14,9,Dai Dai,Shakira & Burna Boy,11,https://www.youtube.com/watch?v=fcnDmrtj6Sk
15,23,Midnight Feels Like Home,Jayven Solis & Aria Monroe,2,https://www.youtube.com/watch?v=opSqamrCbXU
16,22,I'm going to be a squashed cheese ball today,HappyPizzaBread,2,https://www.youtube.com/watch?v=P4_J3K1zEMk
17,19,Meant To Be,Cuntsniffer Archive,3,https://www.youtube.com/watch?v=TBrR-xL7lks
18,27,Fly-day Chinatown,Yasuha,2,https://www.youtube.com/watch?v=g0p_jI6T2WQ
19,8,Ghetto Love Story,BabyChiefDoit,6,https://www.youtube.com/watch?v=C-47Vg6Eq5o
20,n/a,Holy War Hospital (Tiktok Version),DJ PORTU & DJ Vz7 & ahh,1,https://www.youtube.com/watch?v=GTrn-XEgim8
21,n/a,Hootie Frutti,KATSEYE,1,https://www.youtube.com/watch?v=is8UDe2PhKQ
22,26,FUNK MONOCLE (Ultra Slowed),Raiden & TRXSHBXY,2,https://www.youtube.com/watch?v=hD_iWnWyBCM
23,18,Golden Brown,The Stranglers,15,https://www.youtube.com/watch?v=Kp-kFTSFyR0
24,12,Quiet on the Creek,Saucy Santana,4,https://www.youtube.com/watch?v=MKl7uciEUE4
25,21,Life Goes On,Oliver Tree,10,https://www.youtube.com/watch?v=8F2s8ivKXNY
26,n/a,Fishy on Me,Tiko,1,https://www.youtube.com/watch?v=ZClu_I6U6aM
27,14,Alone,Alan Walker,6,https://www.youtube.com/watch?v=1-xGerv5FOk
28,32,وحدن,Fairuz,2,https://www.youtube.com/watch?v=w3E_6WFdUDg
29,n/a,Pink Blush,Dolly Babe,1,https://www.youtube.com/watch?v=6DEjZE4yLk4
30,n/a,BREGA DO SCUBA,prodbydxm & DJ PORTU,1,https://www.youtube.com/watch?v=UJjKn7S-7j8
31,31,Bang Bang Bang (lil yappa/minus b remix) (feat. BBpanzu),Lil Yappa,15,https://www.youtube.com/watch?v=OLKjWMvoY40
32,24,Earrings,Malcolm Todd,16,https://www.youtube.com/watch?v=a4tdS3IB294
33,20,Haaland (Ha Ha Ha),CTID,6,https://www.youtube.com/watch?v=cixr-7fMWwU
34,n/a,Bium Beats,Zymkro & DreamBig Records & DRJOTA ON THE BEATS,1,https://www.youtube.com/watch?v=0KzvVHJh0JU
35,17,Kwik Flip | YTPMV,90's or 20's cartoons,10,https://www.youtube.com/watch?v=yHyPIGOy5fI
36,15,unhappy,s0rrow,6,https://www.youtube.com/watch?v=-ryNfrDCpmI
37,n/a,Cool ( That Or That ) (Best Part Looped + Viral Version),easethepain,1,https://www.youtube.com/watch?v=kIGaM8mpwWw
38,29,bloodstream,Alyssa Grace,5,https://www.youtube.com/watch?v=FOJ4A4wixDg
39,n/a,Atlantis,Seafret,7,https://www.youtube.com/watch?v=gVAy3IZiL0s
40,33,MONTAGEM URANIUM (Slowed),ZAYLO,6,https://www.youtube.com/watch?v=1Z0ACURnv1g
41,49,I Can Be Your Friend,VeggieTales,2,https://www.youtube.com/watch?v=zoZrRGsTUn4
42,42,LEGACY (Slowed down) (feat. PIXY),backfromparadise,6,https://www.youtube.com/watch?v=NAzaaMUHfx0
43,10,LET ME DRIVE FUNK,DJ VRK & DJ TUUV & ahh,8,https://www.youtube.com/watch?v=iQKXrPZ-P5k
44,n/a,Cool (Hardtekk - Slowed),angelhard,1,https://www.youtube.com/watch?v=X3wkGDH9xn0
45,34,matrix (bl studio loop) (slowed),chrmbchrmb,9,https://www.youtube.com/watch?v=J43OKxcNTD4
46,25,don't miss me,Claire Rosinkranz,7,https://www.youtube.com/watch?v=DpRktghv0mc
47,38,Cinderella (feat. Ty Dolla $ign),Mac Miller,9,https://www.youtube.com/watch?v=FFamEq1PilQ
48,n/a,poonte perritaa,Bb trickz,1,https://www.youtube.com/watch?v=OM0PcSrSE8o
49,45,Cherry Blossom Ice Tea,kittyfish,13,https://www.youtube.com/watch?v=YM2eYoSp2Kg
50,n/a,Tesla,Fixupboy,1,https://www.youtube.com/watch?v=ekH-JOQFBOw
