Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
1,3,PASSO BEM SOLTO (Slowed),ATLXS,61,https://www.youtube.com/watch?v=NT4eF9YsYnM
2,1,NO BATIDÃO,slxughter,29,https://www.youtube.com/watch?v=GXioir-fujY
3,2,Copines,Aya Nakamura,5,https://www.youtube.com/watch?v=EkGiGf8utCM
4,4,Bairan,Banjaare,9,https://www.youtube.com/watch?v=oafxkMv4xnc
5,6,Sou Favela,Mc Bruninho & Vitinho Ferrari,2,https://www.youtube.com/watch?v=PvJIwSPte4E
6,8,Headlights (feat. KIDDO),Alok & Alan Walker,9,https://www.youtube.com/watch?v=zDy8K0o_ksA
7,9,Bangles,Sanju Rathod & G-SPXRK,3,https://www.youtube.com/watch?v=QHdajZktFEU
8,5,Kicau Mania,Ndarboy Genk & Banditoz Yaow 86 & BoyCord,5,https://www.youtube.com/watch?v=EngPsM8VnzM
9,10,Six Seven,Laurinha Costa & Dj Cabello & Dj Tchouzen & SoundMusic Original,6,https://www.youtube.com/watch?v=Md7kqHsWWs4
10,11,Bairi,Virat Jayal & Pradeep Solanki & Heena,12,https://www.youtube.com/watch?v=yrjDEU9F1bw
11,12, MONTAGEM PEGADORA (Slowed),Rubikdice & Chilx & WAA,5,https://www.youtube.com/watch?v=6mWJ4FfNAYI
12,n/a,Shaam Bhi Khoob Hai,Kumar Sanu & Udit Narayan & Alka Yagnik,16,https://www.youtube.com/watch?v=0BGoLgcz8zI
13,35,Laika Kisan Ke,Pramod Premi Yadav,5,https://www.youtube.com/watch?v=dRDacDdWaPY
14,n/a,Brasil,M4IA,1,https://www.youtube.com/watch?v=yk7yVGbcpHE
15,7,Majboor,Sheheryar Rehan & Zoha Waseem,4,https://www.youtube.com/watch?v=zaFGQEIcetM
16,19,TRILLIUM HARDTEKK,S3RL & Bearn,11,https://www.youtube.com/watch?v=OgiAdfUKJ3c
17,n/a,MIC TOUXXO (Trap Edit),Eang Selan,1,https://www.youtube.com/watch?v=qZolVvGc_uU
18,15,PAGLE BANA DELU,Pramod Premi & Vicky Vox & Ravi Yadav,3,https://www.youtube.com/watch?v=9hYyZu2KcxQ
19,14,캐치 캐치,YENA,6,https://www.youtube.com/watch?v=ItSKahBISg0
20,18,Lutt Le Gaya,Shashwat Sachdev & Simran Choudhary,16,https://www.youtube.com/watch?v=VWCBZpvjZfc
21,n/a,Kathaiya Rang Tikuliya,Priyanka Singh & Shubham Tiwari & Santosh Utpati & Rajnish Mishra,1,https://www.youtube.com/watch?v=eEl5-ngGCNk
22,n/a,Chali Yadav ji ka Manmani,Sandesh Sawariya,1,https://www.youtube.com/watch?v=evMFV1YWbOg
23,22,TIKI TIKI (Slowed),QMIIR & SALIMA CHICA,16,https://www.youtube.com/watch?v=bEYiPCbHAtM
24,16,Tere Bina,A. R. Rahman & Chinmayi & Murtuza Khan & Qadir Khan,11,https://www.youtube.com/watch?v=9JDSGhhiOwI
25,36,Gehra Hua,Shashwat Sachdev & Arijit Singh & Irshad Kamil & Armaan Khan,10,https://www.youtube.com/watch?v=GX9x62kFsVU
26,20,Babydoll,Dominic Fike,11,https://www.youtube.com/watch?v=KqMOKCRgvD8
27,n/a,Memory Reboot,VØJ & Narvent,27,https://www.youtube.com/watch?v=wL8DVHuWI7Y
28,13,KAMALI (Slowed),Akhmedov,7,https://www.youtube.com/watch?v=4W9I6-PTXIQ
29,38,Golden Brown,The Stranglers,4,https://www.youtube.com/watch?v=Kp-kFTSFyR0
30,n/a,Cute Baby Song,RudraOM & Aniket Singh & Nainsy,1,https://www.youtube.com/watch?v=rfYWQrt47Vw
31,17,Nervy Funk,DJ KVNXD & Dj Zidzz & BRTS7 & DJ ALGUS ZL,2,https://www.youtube.com/watch?v=HseNhhfcky8
32,32,Meow Meow (Slowed),heapper & ahh,3,https://www.youtube.com/watch?v=8WYa13TQND4
33,n/a,Bang Bang Bang (lil yappa/minus b remix) (feat. BBpanzu),Lil Yappa,1,https://www.youtube.com/watch?v=OLKjWMvoY40
34,n/a,MANDA BALA,Ariis,3,https://www.youtube.com/watch?v=zd14sI-09aY
35,48,Panna Ki Tamanna Hai,Deepshikha Raina,4,https://www.youtube.com/watch?v=ZzH7pNbDM3g
36,24,Pipelinefunk Concert (Live),Armin Küpper,5,https://www.youtube.com/watch?v=p8GcHoSIPDg
37,21,LAST CHANCE FUNK (Alt Version Ultra Slowed),TEENWXVE,5,https://www.youtube.com/watch?v=9lBD7QQmoYE
38,n/a,SHKINI,Guru Randhawa & Kiran Bajwa & Gill Machhrai & Rony Ajnali,1,https://www.youtube.com/watch?v=4RSxIX2I6Ic
39,26,Jax Toy (Reprise) (feat. Michael Kovach),Jakeneutron,4,https://www.youtube.com/watch?v=GcmJAqxWKeA
40,30,Jaiye Sajana,Shashwat Sachdev & Satinder Sartaaj & Jasmine Sandlas,8,https://www.youtube.com/watch?v=F2m4HPLvj-4
41,23,MONTAGEM ALQUIMIA,h6itam & n7san7os & Mc Menor Do Alvorada,8,https://www.youtube.com/watch?v=CQZ-XIgyEUg
42,n/a,Shaky,Sanju Rathod & G-Spark,17,https://www.youtube.com/watch?v=sUf2PtEZris
43,37,Raja Maharaja Bila Gaile ,Chandan Chanchal,2,https://www.youtube.com/watch?v=Q1lmuZ7-IPc
44,n/a,snow elves,galen tipton,3,https://www.youtube.com/watch?v=EV4eP_6xB_U
45,n/a,Thee Thalapathy,Silambarasan,1,https://www.youtube.com/watch?v=eqBrHvdGbOY
46,n/a,Bang Bang Bang (lil yappa/minus b remix) (feat. BBpanzu),Lil Yappa,1,https://www.youtube.com/watch?v=OLKjWMvoY40
47,40,Atlantis,Seafret,6,https://www.youtube.com/watch?v=gVAy3IZiL0s
48,n/a,Pistaul,Ritik Singh & Srishti Bharti,1,https://www.youtube.com/watch?v=0IN4Zj_XLA8
49,46,MONTAGEM PERIGOSA,KVRXD & SEKIMANE & Dj Samir,3,https://www.youtube.com/watch?v=5NQ-gTgJFjw
50,n/a,Sua amiga eu vou pegar,MC Lan & MC WM,1,https://www.youtube.com/watch?v=sErngyjY5fI
