Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
1,1,PASSO BEM SOLTO (Slowed),ATLXS,26,https://www.youtube.com/watch?v=NT4eF9YsYnM
2,3,Jutti Meri (Live),Neha Bhasin,4,https://www.youtube.com/watch?v=XV--2ysknlk
3,2,MONTAGEM COMA (Extreme Slowed),ANDROMEDA & elysian.,7,https://www.youtube.com/watch?v=EmmYDU3Rjpg
4,4,Friendships (feat. Leony),Pascal Letoublon,43,https://www.youtube.com/watch?v=1g3Toj4-RMg
5,7,MENTE MÁ,Nakama & Mc Staff,8,https://www.youtube.com/watch?v=cXDOHqa_QgY
6,9,NO ERA AMOR - Super Slowed,DJ Asul,5,https://www.youtube.com/watch?v=V7WnvoFbcHI
7,5,Mafia,D Hell & Nickox & Young Jeric,10,https://www.youtube.com/watch?v=6cCVuQJUxCI
8,6,Saiyaara,Tanishk Bagchi & Faheem Abdullah & Irshad Kamil,9,https://www.youtube.com/watch?v=BSJa1UytM8w
9,10,Milab Chori Chori Ae Gori,Pankaj Matalbi Yadav,3,https://www.youtube.com/watch?v=aK3iD0PT92w
10,8,Confess your love (feat. ola.wav),Jiandro,4,https://www.youtube.com/watch?v=LfHm50UJW6U
11,12,Sahiba,Aditya Rikhari,10,https://www.youtube.com/watch?v=n2dVFdqMYGA
12,13,Naam Chale,Vikram Sarkar,5,https://www.youtube.com/watch?v=tYKrORILFOg
13,n/a,Ocean Eyes,Billie Eilish,1,https://www.youtube.com/watch?v=viimfQi_pUw
14,11,MALVADO DE VAPO,xccvdxz & Y3LLAVISION,4,https://www.youtube.com/watch?v=EMs97-9ATcE
15,16,Golden,HUNTR/X & EJAE & AUDREY NUNA & REI AMI & KPop Demon Hunters Cast,9,https://www.youtube.com/watch?v=yebNIHKAC4A
16,19,TABOLA BALE,SILET OPEN UP & Jacson Seran & Juan Reza & Diva Aurel,5,https://www.youtube.com/watch?v=F0d8JJUNkqo
17,15,MONTAGEM XONADA,MXZI & Dj Samir & DJ Javi26,5,https://www.youtube.com/watch?v=pUklUX8ITeo
18,14,ACELERADA,sma$her & MXZI,6,https://www.youtube.com/watch?v=YQkeI3BQdP0
19,20,Камин,EMIN & JONY,12,https://www.youtube.com/watch?v=6SEr1XcZG4M
20,35,AL NACER!,Sayfalse & Nulteex,2,https://www.youtube.com/watch?v=OeU5xYsMB88
21,n/a,Kiliye Kiliye (Afrobeat Mix),S. Janaki & Ilaiyaraaja & Poovachal Khader & The Independeners,1,https://www.youtube.com/watch?v=mrCuy01ID_k
22,17,Jab Se Chadhal Ba Jawani,Manoj Tiwari,6,https://www.youtube.com/watch?v=v3m3mphkLk0
23,18,SODA POP,Saja Boys,10,https://www.youtube.com/watch?v=eny0BqmSwmM
24,n/a,Dil Leke Ural Ego Papa Ke Pari,Bishu Deewana & Aslam Anmol,1,https://www.youtube.com/watch?v=0yIvmbhUozQ
25,30,Dil Ka Jo Haal Hai,Abhijeet Bhattacharya & Shreya Ghoshal & Lalit Pandit & RAJEEV BARNWAL,8,https://www.youtube.com/watch?v=udgrClXV26Y
26,36,Raat Ke Shikari,Masoom Sharma,8,https://www.youtube.com/watch?v=xMSuYh4ElPs
27,n/a,VAI VAI TRAIR,DJ Asul,1,https://www.youtube.com/watch?v=2VV_ox3XXzg
28,40,DON`T STOP,GLXXMSTRIDER,10,https://www.youtube.com/watch?v=9ZeUei8IUxA
29,n/a,Eu Tô Fazendo uma Mágica,GORDINHO BOLADO & Felipe Original,2,https://www.youtube.com/watch?v=8tsv3Y24P9w
30,21,GIRL LIKE ME,The Black Eyed Peas & Shakira,3,https://www.youtube.com/watch?v=vMLk_T0PPbk
31,31,blue,yung kai,10,https://www.youtube.com/watch?v=IpFX2vq8HKw
32,23,Rock That Body,The Black Eyed Peas,15,https://www.youtube.com/watch?v=nmnjL26OBcY
33,37,fragment (slowed),slxughter,6,https://www.youtube.com/watch?v=rngLO3tF2mA
34,25,Saath Saath Chalab Har Kadam,Priyanka Singh,2,https://www.youtube.com/watch?v=wYErI0aFvOc
35,n/a,SIREN HEAD FUNK,DJ VTTT77 & Mc Delux & DJ VYZ,1,https://www.youtube.com/watch?v=kVLXczVES3Q
36,n/a,linga guli guli,Zachz Winner,1,https://www.youtube.com/watch?v=8lifVcl1jgg
37,28,The Days,CHRYSTAL,4,https://www.youtube.com/watch?v=o8RcHrz2-uU
38,n/a,Baba Vishvkrma Ke Mahima Mahan Ba,Pushpa Rana,1,https://www.youtube.com/watch?v=BjgMKW1q3rw
39,27,छितराजाबा तू,Sanjay Yaduvanshi,5,https://www.youtube.com/watch?v=UpXc7v-BBVs
40,44,Montagem Supersonic,KHAOS & Jmilton & Mc Jajá,2,https://www.youtube.com/watch?v=lM4v4sq8ypo
41,24,BUBA REGGAETON,SXLLX & DJ BLVDE & DJ VIBER,5,https://www.youtube.com/watch?v=YYo5gk6fC9w
42,33,Dame Un Grrr,Fantomel & Kate Linn,13,https://www.youtube.com/watch?v=wHlAnhkLUvw
43,n/a,Obhodro Prem,Salman Muqtadir,1,https://www.youtube.com/watch?v=evAb22gMevY
44,n/a,Tumhein Dil Se Kaise Juda Hum Karenge,Anuradha Paudwal & Mohammed Aziz & Anu Malik & Anand Bakshi,1,https://www.youtube.com/watch?v=JQYABUCi8zs
45,n/a,How It’s Done,HUNTR/X & EJAE & AUDREY NUNA & REI AMI & KPop Demon Hunters Cast,1,https://www.youtube.com/watch?v=QGsevnbItdU
46,n/a,Mubarak Mubarak,Udit Narayan,1,https://www.youtube.com/watch?v=MeiEYl_GfnI
47,n/a,देवरा ढोढ़ी चटना बा,Chandan Chanchal,1,https://www.youtube.com/watch?v=TCll3TklRaw
48,45,FUNK SIGILO,h6itam,8,https://www.youtube.com/watch?v=vEnSsrB2K9g
49,n/a,Your Idol,Saja Boys & Andrew Choi & Neckwav & Danny Chung & KEVIN WOO & samUIL Lee & KPop Demon Hunters Cast,1,https://www.youtube.com/watch?v=cWppAbqm9I8
50,38,Padhne Ne Aai,Kehar Kharkiya & Shiqaari & Basant Mundi,3,https://www.youtube.com/watch?v=RBzg9jzoUcs
