Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
1,2,PASSO BEM SOLTO (Slowed),ATLXS,75,https://www.youtube.com/watch?v=NT4eF9YsYnM
2,13,Chai Ki Tapri,Soundverse,2,https://www.youtube.com/watch?v=cnzgi95gyqs
3,9, MONTAGEM PEGADORA (Slowed),Rubikdice & Chilx & WAA,18,https://www.youtube.com/watch?v=6mWJ4FfNAYI
4,6,Headlights (feat. KIDDO),Alok & Alan Walker,23,https://www.youtube.com/watch?v=zDy8K0o_ksA
5,5,misery.,pupsies,7,https://www.youtube.com/watch?v=qJKcADiAuAw
6,19,FUNK MONOCLE (Ultra Slowed),Raiden & TRXSHBXY,3,https://www.youtube.com/watch?v=hD_iWnWyBCM
7,16,Ishq de Fanniyar,Jyotica Tangri,6,https://www.youtube.com/watch?v=7OGSeZP0sc8
8,28,KALYANI (Remix),Shreya Ghoshal & KDS & FIFTY4 & ARJN,5,https://www.youtube.com/watch?v=xvT1jH8B9AM
9,11,Dai Dai,Shakira & Burna Boy,12,https://www.youtube.com/watch?v=fcnDmrtj6Sk
10,n/a,Atlantis,Seafret,17,https://www.youtube.com/watch?v=gVAy3IZiL0s
11,23,Sunflower,Post Malone & Swae Lee,2,https://www.youtube.com/watch?v=ApXoWvfEYVU
12,30,BREGA DO SCUBA,prodbydxm & DJ PORTU,2,https://www.youtube.com/watch?v=UJjKn7S-7j8
13,22,Odnogo (legendaris ultrafunk remix),DJ BRATT,10,https://www.youtube.com/watch?v=LTTUkVKcuRg
14,49,Cool (Hardtekk - Slowed),angelhard,2,https://www.youtube.com/watch?v=X3wkGDH9xn0
15,45,Holy War Hospital (Tiktok Version),DJ PORTU & DJ Vz7 & ahh,2,https://www.youtube.com/watch?v=GTrn-XEgim8
16,31,Kamar DJ Pe,Manish Sonipat Aala & Bali Sharma & Vampire ,5,https://www.youtube.com/watch?v=ZcO4s0UU4Uk
17,32,Boom Shaka,Krsna & Dhanda Nyoliwala,7,https://www.youtube.com/watch?v=cL0KKSPjZf8
18,33,Cool ( That Or That ) (Best Part Looped + Viral Version),easethepain,2,https://www.youtube.com/watch?v=kIGaM8mpwWw
19,15,MMG (My Mine Gueh),Naykilla,6,https://www.youtube.com/watch?v=K-7olbaOelg
20,18,Haaland (Ha Ha Ha),CTID,6,https://www.youtube.com/watch?v=cixr-7fMWwU
21,17,FREAKED OUT,Fat Papi & prodshushy,6,https://www.youtube.com/watch?v=Q6978DnF8C4
22,21,Sua amiga eu vou pegar,MC Lan & MC WM,15,https://www.youtube.com/watch?v=sErngyjY5fI
23,14,GUT GENUG (feat. Blumengarten & Shirin David),KITSCHKRIEG,11,https://www.youtube.com/watch?v=0GnA8VYOfko
24,n/a,Past Lives,sapientdream & Slushii,1,https://www.youtube.com/watch?v=hK59OMfBN8E
