Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
1,1,GUT GENUG (feat. Blumengarten & Shirin David),KITSCHKRIEG,4,https://www.youtube.com/watch?v=0GnA8VYOfko
2,3,matrix (bl studio loop) (slowed),chrmbchrmb,3,https://www.youtube.com/watch?v=J43OKxcNTD4
3,2,Life Goes On,Oliver Tree,4,https://www.youtube.com/watch?v=8F2s8ivKXNY
4,4,ICONIC BY MISTAKE,LE SSERAFIM & ILLIT & KATSEYE,4,https://www.youtube.com/watch?v=27C4pfRsf9g
5,n/a,Courtesy Of The Red White And Blue (The Angry American),Toby Keith,1,https://www.youtube.com/watch?v=ruNrdmjcNTc
6,7,Bang Bang Bang (lil yappa/minus b remix) (feat. BBpanzu),Lil Yappa,9,https://www.youtube.com/watch?v=OLKjWMvoY40
7,n/a,Fat Little Chud,miv@me,1,https://www.youtube.com/watch?v=w3gOOA_1M4Q
8,17,LET ME DRIVE FUNK,DJ VRK & DJ TUUV & ahh,2,https://www.youtube.com/watch?v=iQKXrPZ-P5k
9,8,DYW Dance,Sunny 6700,3,https://www.youtube.com/watch?v=i_T88LjTuDc
10,9,Dai Dai,Shakira & Burna Boy,5,https://www.youtube.com/watch?v=fcnDmrtj6Sk
11,23,MONTAGEM ONE MORE GAME,DJ KVNXD,2,https://www.youtube.com/watch?v=nl2PNxN5ccQ
12,6,Cheerleader (Felix Jaehn Remix),OMI,11,https://www.youtube.com/watch?v=jGflUbPQfW8
13,14,she goes by.,where.t.at,7,https://www.youtube.com/watch?v=VEA98Y4a6sU
14,21,Never Have I Ever,Scott Frenzel,7,https://www.youtube.com/watch?v=5SykX2_t1Vw
15,26,Champions (WC 26),IShowSpeed,4,https://www.youtube.com/watch?v=vrY1THC_NQE
16,13,Self Aware,Temper City,6,https://www.youtube.com/watch?v=mh4AQkw4Jjc
17,10,Chicago,Michael Jackson,7,https://www.youtube.com/watch?v=Y_8mUx4VOmo
18,18,Golden Brown,The Stranglers,9,https://www.youtube.com/watch?v=Kp-kFTSFyR0
19,32,Kwik Flip | YTPMV,90's or 20's cartoons,4,https://www.youtube.com/watch?v=yHyPIGOy5fI
20,31,Cinderella (feat. Ty Dolla $ign),Mac Miller,3,https://www.youtube.com/watch?v=FFamEq1PilQ
21,n/a,National Anthem,Lana Del Rey,2,https://www.youtube.com/watch?v=sxDdEPED0h8
22,n/a,unhappy,s0rrow,1,https://www.youtube.com/watch?v=-ryNfrDCpmI
23,n/a,ふたつの木馬 (feat. Hatsune Miku),KIKUO,1,https://www.youtube.com/watch?v=lSreY_7i6No
24,11,Copines,Aya Nakamura,12,https://www.youtube.com/watch?v=EkGiGf8utCM
25,15,i just get so nervy (ultra slowed),HYFY,6,https://www.youtube.com/watch?v=CJ044DqMMbE
26,n/a,misery.,pupsies,1,https://www.youtube.com/watch?v=qJKcADiAuAw
27,19,Beat It,Michael Jackson,13,https://www.youtube.com/watch?v=oRdxUFDoQe0
28,35,the cure,Olivia Rodrigo,3,https://www.youtube.com/watch?v=B402rKl4bUg
29,n/a,Sua amiga eu vou pegar,MC Lan & MC WM,1,https://www.youtube.com/watch?v=sErngyjY5fI
30,36,Stephanie,Nafeesisboujee,12,https://www.youtube.com/watch?v=GUJNGemGFy8
31,20,Billie Jean,Michael Jackson,11,https://www.youtube.com/watch?v=Zi_XLOBDo_Y
32,39,Earrings,Malcolm Todd,10,https://www.youtube.com/watch?v=a4tdS3IB294
33,25,NDA,Megan Thee Stallion,4,https://www.youtube.com/watch?v=oRQupibQV2k
34,n/a,I'm a Coconut,Coconut Hen,1,https://www.youtube.com/watch?v=1J4YK_CO51E
35,30,LAST CHANCE FUNK (Alt Version Ultra Slowed),TEENWXVE,13,https://www.youtube.com/watch?v=9lBD7QQmoYE
36,42,Headlights (feat. KIDDO),Alok & Alan Walker,12,https://www.youtube.com/watch?v=zDy8K0o_ksA
37,45,Run It Back #JerseyClub (feat. Nueve Lio),Salako,2,https://www.youtube.com/watch?v=SIzYokE5Fuk
38,n/a,Firework,Katy Perry,2,https://www.youtube.com/watch?v=QGJuMBdaqIw
39,47,Alter Ego,Doechii & JT,5,https://www.youtube.com/watch?v=tJkPh2vluFQ
40,24,Cherry Blossom Ice Tea,kittyfish,11,https://www.youtube.com/watch?v=YM2eYoSp2Kg
41,n/a,Firework,Starlite Singers,3,https://www.youtube.com/watch?v=6Pkag7Q3OEk
42,n/a,Shower,Becky G,6,https://www.youtube.com/watch?v=50-_oTkmF5I
43,n/a,JESUS IS COMING BACK SOON,Forrest Frank & Josiah Queen,4,https://www.youtube.com/watch?v=A42LnRppG1c
44,n/a,What You Know Bout Love,Pop Smoke,1,https://www.youtube.com/watch?v=uuodbSVO3z0
45,50,worry (Slowed),LONOWN & riserayss,3,https://www.youtube.com/watch?v=f3DoKx_R1_s
46,12,All That / Alien Boy,Oliver Tree,3,https://www.youtube.com/watch?v=_ocfE8Ua-7U
47,44,Heaven Can Wait,Michael Jackson,7,https://www.youtube.com/watch?v=TDVlDUAIz5k
48,n/a,Jax Toy (Reprise) (feat. Michael Kovach),Jakeneutron,9,https://www.youtube.com/watch?v=GcmJAqxWKeA
49,n/a,Party In The U.S.A.,Miley Cyrus,1,https://www.youtube.com/watch?v=M11SvDtPBhA
50,34,Just The Way You Are,Milky,13,https://www.youtube.com/watch?v=QZGsGB7cX3g
