Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
1,1,Big Guy,Ice Spice,4,https://www.youtube.com/watch?v=7yaU0qXlgbo
2,5,Lush Life,Zara Larsson,3,https://www.youtube.com/watch?v=tD4HCZe-tew
3,4,NOT CUTE ANYMORE,ILLIT,3,https://www.youtube.com/watch?v=x_RYZsOfpKY
4,3,FALL FROM THE SKY PT. 2,RomancePlanet & STAKILLAZ,11,https://www.youtube.com/watch?v=Cpc1akSzjPY
5,49,End of Beginning,Djo,7,https://www.youtube.com/watch?v=oXSw8DGjf5E
6,6,CHANEL,Tyla,7,https://www.youtube.com/watch?v=xiZUf98A1Ts
7,9,NO BATIDÃO,slxughter,8,https://www.youtube.com/watch?v=GXioir-fujY
8,26,THANKFUL,Forrest Frank,2,https://www.youtube.com/watch?v=VOZbswniA-g
9,18,Goodbye To A World,Porter Robinson,3,https://www.youtube.com/watch?v=W2TE0DjdNqI
10,8,Don't Mind,Kent Jones,4,https://www.youtube.com/watch?v=n49qi-dU9IE
11,46,i walk this earth all by myself,EKKSTACY,2,https://www.youtube.com/watch?v=uto7z_YEuaM
12,50,Black and Yellow [G-Mix] (feat. Juicy J Snoop Dogg & T-Pain),Wiz Khalifa,2,https://www.youtube.com/watch?v=nWAGLkyxQG0
13,24,Riley,Juicy J & Lex Luger,7,https://www.youtube.com/watch?v=ZjgreqGLbqc
14,35,Phantom,EsDeeKid & Rico Ace,2,https://www.youtube.com/watch?v=hmdzniMJOZs
15,27,Strut,Ayanna Ife & Zeddy Will & Jenn Carter,2,https://www.youtube.com/watch?v=pLYymXctanc
16,20,LET THE WORLD BURN,Chris Grey,8,https://www.youtube.com/watch?v=fdJrSjMgPFE
17,10,From The Start,-Prey & ZMAJOR & zxnc & Emrld!,7,https://www.youtube.com/watch?v=sTHhz9LXdjw
18,15,What You Is,YoungBoy Never Broke Again & Mellow Rackz,11,https://www.youtube.com/watch?v=5p29VznFXhg
