Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
19,12,Reindeer Games,Scott Frenzel,4,https://www.youtube.com/watch?v=lAJXMKjCav8
20,21,Ocean Eyes,Billie Eilish,16,https://www.youtube.com/watch?v=viimfQi_pUw
21,28,Art of Guitar (feat. Marcin),RJ Pasin,3,https://www.youtube.com/watch?v=iHlfdyLMHOo
22,n/a,BOO,H3adband,1,https://www.youtube.com/watch?v=km5bgjATdCk
23,n/a,That’s So True,Gracie Abrams,17,https://www.youtube.com/watch?v=BDHM8cyJQa8
24,n/a,Montagem Miau (Ultra Slowed),Lenar,8,n/a
25,n/a,Never Ending Story, & Gabriella Pizzolo,2,https://www.youtube.com/watch?v=Pielps4ZBCY
26,45,SPAGHETTI (feat. j-hope),LE SSERAFIM,2,https://www.youtube.com/watch?v=TvVtYaqCni8
27,48,Stranger Things,Kyle Dixon & Michael Stein,6,https://www.youtube.com/watch?v=2obv0DHuhu4
28,22,7AM,Lil Uzi Vert,4,https://www.youtube.com/watch?v=ixDvq80wZps
29,30,Wish (Live),Trippie Redd & Diplo,12,https://www.youtube.com/watch?v=zOdKS_ayMyM
30,19,Lost Woods Jersey Club,MirYouMadeIt,5,https://www.youtube.com/watch?v=IjNck9OJjGM
31,42,LUA NA PRAÇA,Dj Samir & DJ Zarek & Dj Duda & LUNxdiE,5,https://www.youtube.com/watch?v=iLfVnU23E34
32,7,67 Merry Rizzmas (Speed Up),TUZYA,3,https://www.youtube.com/watch?v=k5ymMxF-36U
33,n/a,Carnaval Del Barrio,Lin-Manuel Miranda & Corey Hawkins & Leslie Grace & Daphne Rubin-Vega & Stephanie Beatriz & Dascha Polanco & Melissa Barrera & Anthony Ramos & Gregory Diaz IV,3,https://www.youtube.com/watch?v=Tmb6taDh1sQ
34,33,MONTAGEM GRITOS TALENTO (SUPER SLOWED) (feat. mc baiano MC RD & Mc Gw),prodbydxm & DJ FRIZER & DJ FZ DA ZN,5,https://www.youtube.com/watch?v=2tUrbTkuXPI
35,31,Miss You,Oliver Tree & Robin Schulz,3,https://www.youtube.com/watch?v=BX0lKSa_PTk
36,23,mirrors demo,overtonight,4,https://www.youtube.com/watch?v=jNU1dKASlI8
37,34,MONTAGEM RUGADA,cape & JXNDRO & Sayfalse,11,https://www.youtube.com/watch?v=Hd5nXTyaXZg
38,43,Head Shot / Gas In The Truck,IShowSpeed,8,https://www.youtube.com/watch?v=HvYoohC9kVs
39,n/a,fragment (slowed),slxughter,7,https://www.youtube.com/watch?v=rngLO3tF2mA
40,n/a,Running Up That Hill (A Deal With God),Kate Bush,1,https://www.youtube.com/watch?v=wp43OdtAAkM
41,n/a,Fast Rap,Yuno Miles,1,https://www.youtube.com/watch?v=WOjFxYDg6EE
42,36,Game over!,Harris Cole,15,https://www.youtube.com/watch?v=fTQb5umb1dg
43,n/a,Hello,OMFG,7,https://www.youtube.com/watch?v=aaIjs8K3oYo
44,32,Should I Stay or Should I Go,The Clash,6,https://www.youtube.com/watch?v=xMaE6toi4mk
45,14,All I Want for Christmas,Sounds Of Christmas,2,https://www.youtube.com/watch?v=ns5y4ICTRFQ
46,n/a,In The Name Of Love,Martin Garrix & Bebe Rexha,10,https://www.youtube.com/watch?v=RnBT9uUYb1w
47,11,Mistletoe,Justin Bieber,5,https://www.youtube.com/watch?v=LUjn3RpkcKY
48,n/a,Zoo,Shakira,1,https://www.youtube.com/watch?v=Kw3935PH01E
49,39,do re mi (feat. Gucci Mane),blackbear,6,https://www.youtube.com/watch?v=dfzlUHOFQ5k
50,38,Phonk Funk,Brazilian Phonk & Trap Nation (US),4,https://www.youtube.com/watch?v=gErDD4vi0tU
