Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
1,n/a,Unc,Kyle Exum,1,https://www.youtube.com/watch?v=TeZiDoRvfbw
2,2,Babydoll,Dominic Fike,11,https://www.youtube.com/watch?v=KqMOKCRgvD8
3,4,LAST CHANCE FUNK (Alt Version Ultra Slowed),TEENWXVE,4,https://www.youtube.com/watch?v=9lBD7QQmoYE
4,21,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,2,https://www.youtube.com/watch?v=ngORmvyvAaI
5,13,Jax Toy (Reprise) (feat. Michael Kovach),Jakeneutron,3,https://www.youtube.com/watch?v=GcmJAqxWKeA
6,40,Meow Meow (Slowed),heapper & ahh,2,https://www.youtube.com/watch?v=8WYa13TQND4
7,7,Just The Way You Are,Milky,4,https://www.youtube.com/watch?v=QZGsGB7cX3g
8,1,Six Seven,Laurinha Costa & Dj Cabello & Dj Tchouzen & SoundMusic Original,4,https://www.youtube.com/watch?v=Md7kqHsWWs4
9,19,Copines,Aya Nakamura,3,https://www.youtube.com/watch?v=EkGiGf8utCM
10,3,Yoga,Janelle Monáe & Jidenna,10,https://www.youtube.com/watch?v=0OkB6p_FZAw
11,5,Bazooka,Miami XO,12,https://www.youtube.com/watch?v=pCcT7EkYnoE
12,6,Sea Lion,Yuno Miles,8,https://www.youtube.com/watch?v=Bc9xCCx8fJU
13,15,캐치 캐치,YENA,3,https://www.youtube.com/watch?v=ItSKahBISg0
14,8,dirty laundry,blackbear,8,https://www.youtube.com/watch?v=G3PO8ISLUJk
15,11,TRILLIUM HARDTEKK,S3RL & Bearn,9,https://www.youtube.com/watch?v=OgiAdfUKJ3c
16,24,HIT THE JACKPOT! (Hakari Dance),GameboyJones,5,https://www.youtube.com/watch?v=_rQiTC7woSg
17,16,Estilo Horizonte Diamante (Super Slowed),ASKL hon & DJ IGEEKS & SoulFusi & Echo8,4,https://www.youtube.com/watch?v=-ZTfwr6_TDw
18,10,MONTAGEM DOMER (Super Slowed),Paizo & DJ LXILL & DJ FallThox,8,https://www.youtube.com/watch?v=XURd55MFBCU
19,17,PINKY UP,KATSEYE,4,https://www.youtube.com/watch?v=8g7VclWsiaM
20,39,So Easy (To Fall In Love),Olivia Dean,2,https://www.youtube.com/watch?v=3sur4BmjQt8
21,n/a,TORNADO WARNING HARDTEKK (SPED UP),Riversmelt,1,https://www.youtube.com/watch?v=z_YNa2Q5rYY
22,n/a,Old Town Road (feat. Billy Ray Cyrus),Lil Nas X,2,https://www.youtube.com/watch?v=r7qovpFAGrQ
23,23,Hate Me,Ellie Goulding & Juice WRLD,16,https://www.youtube.com/watch?v=UZwi9SHgzGY
24,25,Moonlight,XXXTENTACION,4,https://www.youtube.com/watch?v=-AgyNtbmlyg
25,n/a,Earrings,Malcolm Todd,1,https://www.youtube.com/watch?v=a4tdS3IB294
26,22,Go Away (feat. Best Coast),Weezer,9,https://www.youtube.com/watch?v=pnTIsubYbCU
26,45,HEAVENLY JUMPSTYLE (Slowed),TWXNY & Sxilwix & INNXCENCE,16,https://www.youtube.com/watch?v=qVuwUR5_FsE
28,n/a,Mia Khalifa,iLOVEFRiDAY,1,https://www.youtube.com/watch?v=3w-C0-zVaW8
29,n/a,say wallahi bro song,Vault uploads,1,https://www.youtube.com/watch?v=fF0x5nTQHbA
30,46,Beauty And A Beat (feat. Nicki Minaj),Justin Bieber,3,https://www.youtube.com/watch?v=Ys7-6_t7OEQ
