Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
1,1,Bang Bang Bang (lil yappa/minus b remix) (feat. BBpanzu),Lil Yappa,5,https://www.youtube.com/watch?v=OLKjWMvoY40
2,18,i just get so nervy (ultra slowed),HYFY,2,https://www.youtube.com/watch?v=CJ044DqMMbE
3,24,Meow Meow (Slowed),heapper & ahh,7,https://www.youtube.com/watch?v=8WYa13TQND4
4,2,Copines,Aya Nakamura,8,https://www.youtube.com/watch?v=EkGiGf8utCM
5,45,Cheerleader (Felix Jaehn Remix),OMI,7,https://www.youtube.com/watch?v=jGflUbPQfW8
6,14,Beauty And A Beat (feat. Nicki Minaj),Justin Bieber,8,https://www.youtube.com/watch?v=Ys7-6_t7OEQ
7,6,Babydoll,Dominic Fike,16,https://www.youtube.com/watch?v=KqMOKCRgvD8
8,13,LAST CHANCE FUNK (Alt Version Ultra Slowed),TEENWXVE,9,https://www.youtube.com/watch?v=9lBD7QQmoYE
9,7,Chicago,Michael Jackson,3,https://www.youtube.com/watch?v=Y_8mUx4VOmo
10,9,Beat It,Michael Jackson,9,https://www.youtube.com/watch?v=oRdxUFDoQe0
11,11,Good Old Days (feat. Kesha),Macklemore,5,https://www.youtube.com/watch?v=1yYV9-KoSUM
12,30,Don’t Mess With Me (While I’m Jellyfishing),YourBoySponge,2,https://www.youtube.com/watch?v=XTwkTVjbn78
13,8,Never Have I Ever,Scott Frenzel,3,https://www.youtube.com/watch?v=5SykX2_t1Vw
14,4,D'Oh! Anthem,The D'Oh Account,3,https://www.youtube.com/watch?v=bAkyvB24wLc
15,25,Self Aware,Temper City,2,https://www.youtube.com/watch?v=mh4AQkw4Jjc
16,10,Golden Brown,The Stranglers,5,https://www.youtube.com/watch?v=Kp-kFTSFyR0
17,3,MTG Beat It,DJ Fepas,2,https://www.youtube.com/watch?v=z7NWGu6AYWE
18,15,Just The Way You Are,Milky,9,https://www.youtube.com/watch?v=QZGsGB7cX3g
19,17,PASSO BEM SOLTO (Slowed),ATLXS,21,https://www.youtube.com/watch?v=NT4eF9YsYnM
20,37,MONTAGEM DOMER (Super Slowed),Paizo & DJ LXILL & DJ FallThox,13,https://www.youtube.com/watch?v=XURd55MFBCU
21,19,Earrings,Malcolm Todd,6,https://www.youtube.com/watch?v=a4tdS3IB294
22,28,Impostor Syndrome,Sidney Gish,5,https://www.youtube.com/watch?v=GwSSrwryxN0
23,n/a,Alter Ego,Doechii & JT,1,https://www.youtube.com/watch?v=tJkPh2vluFQ
24,5,Billie Jean,Michael Jackson,7,https://www.youtube.com/watch?v=Zi_XLOBDo_Y
25,16,Cooler Than Me,Mike Posner,24,https://www.youtube.com/watch?v=mqWq_48LxWQ
26,22,TRILLIUM HARDTEKK,S3RL & Bearn,14,https://www.youtube.com/watch?v=OgiAdfUKJ3c
27,n/a,SARAVIA FUNK,RD12 & Dj Funks & DJ DYLANFK,4,https://www.youtube.com/watch?v=2EE1TDmZIsI
28,32,PINKY UP,KATSEYE,9,https://www.youtube.com/watch?v=8g7VclWsiaM
29,23,Boston,STELLA LEFTY,5,https://www.youtube.com/watch?v=v2ttAph6PhM
30,31,Black Beatles (feat. Gucci Mane),Rae Sremmurd,10,https://www.youtube.com/watch?v=b8m9zhNAgKs
31,20,Jax Toy (Reprise) (feat. Michael Kovach),Jakeneutron,8,https://www.youtube.com/watch?v=GcmJAqxWKeA
32,38,FUNK ABNORMAL (SLOWED),DJ V12 & SXID,4,https://www.youtube.com/watch?v=dWXMw_jOtSI
33,29,Bounce (I Just Wanna Dance),Frozy & Joyful  ,20,https://www.youtube.com/watch?v=S2DLrhb-078
34,n/a,In The Name Of Love,Martin Garrix & Bebe Rexha,12,https://www.youtube.com/watch?v=RnBT9uUYb1w
35,26,Six Seven,Laurinha Costa & Dj Cabello & Dj Tchouzen & SoundMusic Original,9,https://www.youtube.com/watch?v=Md7kqHsWWs4
36,n/a,Dai Dai,Shakira & Burna Boy,1,https://www.youtube.com/watch?v=fcnDmrtj6Sk
37,49,Heaven Can Wait,Michael Jackson,3,https://www.youtube.com/watch?v=TDVlDUAIz5k
38,n/a,she goes by.,where.t.at,3,https://www.youtube.com/watch?v=VEA98Y4a6sU
39,27,Cherry Blossom Ice Tea,kittyfish,7,https://www.youtube.com/watch?v=YM2eYoSp2Kg
40,n/a,Hansel,Sodikken,1,https://www.youtube.com/watch?v=ZILw9kzukk0
41,n/a,Doot Doot (6 7),Skrilla,25,https://www.youtube.com/watch?v=XnygT6ANLzQ
42,n/a,Janice STFU,Drake,1,https://www.youtube.com/watch?v=SD4yRDY9mek
43,43,I've Had Enough,Melina KB,5,https://www.youtube.com/watch?v=P-7o_tiPD5A
44,39,Headlights (feat. KIDDO),Alok & Alan Walker,8,https://www.youtube.com/watch?v=zDy8K0o_ksA
45,34,HIT THE JACKPOT! (Hakari Dance),GameboyJones,10,https://www.youtube.com/watch?v=_rQiTC7woSg
46,36,캐치 캐치,YENA,8,https://www.youtube.com/watch?v=ItSKahBISg0
47,42,Motion Party,BossMan Dlow,4,https://www.youtube.com/watch?v=fEl_ug9VfvQ
48,21,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,7,https://www.youtube.com/watch?v=ngORmvyvAaI
49,41,Without Me,Halsey,14,https://www.youtube.com/watch?v=ZAfAud_M_mg
50,33,Nervy Funk,DJ KVNXD & Dj Zidzz & BRTS7 & DJ ALGUS ZL,6,https://www.youtube.com/watch?v=HseNhhfcky8
