Rank,Previous Rank,Track Name,Artist Names,Periods on Chart,YouTube URL
1,1,Whimsical Adventures,Vibrix Music,13,https://www.youtube.com/watch?v=l2pyFfjaeio
2,2,Gentle Reverie,Creable Music,17,https://www.youtube.com/watch?v=eEAnx0E6d6s
3,46,Confess your love (feat. ola.wav),Jiandro,2,https://www.youtube.com/watch?v=LfHm50UJW6U
4,5,Serene Bliss,Beatonic Music,10,https://www.youtube.com/watch?v=yJ-1PRz3-qM
5,4,The Days,CHRYSTAL,2,https://www.youtube.com/watch?v=o8RcHrz2-uU
6,3,SODA POP,Saja Boys,8,https://www.youtube.com/watch?v=eny0BqmSwmM
7,6,Golden Daylight,Creable Sound,5,https://www.youtube.com/watch?v=F_Ckv5DlxaQ
8,8,Cheerful Serenade,Chorify Music,19,https://www.youtube.com/watch?v=DipeMF_-0Qs
9,10,Tickle Tune,Creable Sound,4,https://www.youtube.com/watch?v=AOZiz2kQEvY
10,7,Rock That Body,The Black Eyed Peas,13,https://www.youtube.com/watch?v=nmnjL26OBcY
11,15,ACELERADA,sma$her & MXZI,3,https://www.youtube.com/watch?v=YQkeI3BQdP0
12,11,Blissful Odyssey,Vibrix Music,15,https://www.youtube.com/watch?v=L1dRP7uTNiI
13,9,Golden,HUNTR/X & EJAE & AUDREY NUNA & REI AMI & KPop Demon Hunters Cast,7,https://www.youtube.com/watch?v=yebNIHKAC4A
14,33,Joyful Whispers,Beatonic Music,2,https://www.youtube.com/watch?v=GSBRVv61wTg
15,14,Giggly Hearts,Creable Sound,5,https://www.youtube.com/watch?v=hi8n30K-l-g
16,19,Devil in Disguise,Marino,5,https://www.youtube.com/watch?v=DC-cqWO_GM0
17,n/a,Esta Noche,sma$her,1,https://www.youtube.com/watch?v=YiYwovZ9IT8
18,16,Echoes of Longing,Rhymora Music,9,https://www.youtube.com/watch?v=O6FJgBBPNLg
19,n/a,Sugar On My Tongue,Tyler The Creator,1,https://www.youtube.com/watch?v=ljHdccyQbT4
20,12,Somebody,Latto,7,https://www.youtube.com/watch?v=qB7kLilZWwg
21,23,Ordinary,Alex Warren,6,https://www.youtube.com/watch?v=u2ah9tWTkmk
22,17,Milkshake,Kelis,6,https://www.youtube.com/watch?v=6AwXKJoKJz4
23,40,Illegal,PinkPantheress,10,https://www.youtube.com/watch?v=TFWXqLSr4ZM
24,37,Tug of War,Dusty Douglas,2,https://www.youtube.com/watch?v=entSHjPDWYU
25,41,Krabby Step,Swae Lee & Tyga & Lil Mosey,2,https://www.youtube.com/watch?v=lOLvuGV-88o
26,35,Melancholic Dusk,Creable Music,9,https://www.youtube.com/watch?v=JdutnHFk-sM
27,38,Best of Wives and Best of Women,Lin-Manuel Miranda & Phillipa Soo,2,https://www.youtube.com/watch?v=hfmvDjPa2TU
28,44,Calm Serenity,Vibrix Music,5,https://www.youtube.com/watch?v=ajedosUsDTY
29,20,NO ERA AMOR - Super Slowed,DJ Asul,2,https://www.youtube.com/watch?v=V7WnvoFbcHI
30,18,Young Black & Rich,Melly Mike,8,https://www.youtube.com/watch?v=F3qWBh7jZZ0
31,n/a,Dramatic Journeys,Rhymora Music,4,https://www.youtube.com/watch?v=y5Sre0B9V2M
32,31,Your Idol,Saja Boys & Andrew Choi & Neckwav & Danny Chung & KEVIN WOO & samUIL Lee & KPop Demon Hunters Cast,5,https://www.youtube.com/watch?v=cWppAbqm9I8
33,n/a,FUNK DO SURPRISE,KXZINVK & Mc Roba Cena & MC Da 12,1,https://www.youtube.com/watch?v=LGWhlUL2ejQ
34,27,Veil of Shadows,Rhymora Music,3,https://www.youtube.com/watch?v=Qy2x0BRG8fI
35,26,Dame Un Grrr,Fantomel & Kate Linn,10,https://www.youtube.com/watch?v=wHlAnhkLUvw
36,n/a,I Took a Nap,gunnarolla,1,https://www.youtube.com/watch?v=pACLyMZwImc
37,43,MONTAGEM XONADA,MXZI & Dj Samir & DJ Javi26,2,https://www.youtube.com/watch?v=pUklUX8ITeo
38,13,DIA DELÍCIA,Nakama & ΣP,11,https://www.youtube.com/watch?v=2cnloO84LA0
39,21,Cloud Drift,Creable Sound,4,https://www.youtube.com/watch?v=wSboCNw-O0Y
40,n/a,Roses (feat. ROZES),the chainsmokers,1,https://www.youtube.com/watch?v=G5Mv2iV0wkU
41,45,Wiggle Jiggle,Creable Sound,2,https://www.youtube.com/watch?v=NEigiwacT6w
42,32,blue,yung kai,13,https://www.youtube.com/watch?v=IpFX2vq8HKw
43,36,MONTAGEM COMA (Extreme Slowed),ANDROMEDA & elysian.,2,https://www.youtube.com/watch?v=EmmYDU3Rjpg
44,n/a,POSER,PARTYOF2 & Jadagrace & SWIM,1,https://www.youtube.com/watch?v=S8UcxjbuqyE
45,39,Pretty Little Baby,Connie Francis,16,https://www.youtube.com/watch?v=A1MdThqGarI
46,34,LUNA BALA,Yb Wasg'ood & Ariis,15,n/a
47,50,Dreamwave Sonata - LUMEA (Official Mood Video),Lumea,2,https://www.youtube.com/watch?v=V4n1P244-qQ
48,n/a,Smile Parade,Creable Sound,1,https://www.youtube.com/watch?v=bH7sdAz-Ztk
49,n/a,Serenity's Embrace,Chorify Music,1,https://www.youtube.com/watch?v=_XpQYKBNOAM
50,n/a,MENTE MÁ,Nakama & Mc Staff,1,https://www.youtube.com/watch?v=cXDOHqa_QgY
